700
197	372.3
198	372.5
199	369.7
200	369.9
201	375.7
202	381.7
203	384.8
204	382.1
205	382.1
206	385.1
207	391
208	394.2
209	394.5
210	391.8
211	394.6
212	397.7
213	403.7
214	406.7
215	404.1
216	404.1
217	407.1
218	413
219	416.2
220	416.5
221	416.5
222	416.6
223	419.7
224	425.7
225	428.7
226	428.8
227	426.1
228	429.1
229	435
230	438.3
231	438.5
232	438.4
233	438.6
234	444.4
235	447.7
236	450.8
237	450.8
238	448.2
239	451.1
240	457
241	460.3
242	463.2
243	460.5
244	460.6
245	466.4
246	469.7
247	472.8
248	472.8
249	472.9
250	475.8
251	479
252	485
253	485.2
254	482.5
255	485.3
256	488.4
257	494.4
258	494.8
259	494.9
260	494.9
261	497.8
262	501.1
263	507
264	507.2
265	507.2
266	507.3
267	510.4
268	516.4
269	519.5
270	516.9
271	516.9
272	519.9
273	525.8
274	529
275	529.2
276	529.2
277	529.3
278	532.5
279	538.4
280	541.5
281	541.6
282	538.9
283	541.9
284	547.8
285	551
286	551.3
287	551.3
288	551.4
289	554.5
290	560.4
291	563.6
292	563.7
293	563.7
294	563.9
295	569.8
296	573
297	576
298	573.3
299	573.4
300	579.2
301	582.5
302	585.6
303	585.7
304	585.7
305	588.7
306	591.8
307	595.1
308	598.1
309	595.3
310	598.2
311	601.3
312	604.5
313	607.6
314	607.7
315	607.7
316	610.7
317	613.9
318	617.1
319	620.1
320	620.1
321	620.2
322	623.3
323	626.6
324	629.6
325	629.7
326	629.7
327	632.7
328	635.9
329	641.9
330	642.1
331	642.1
332	642.2
333	645.3
334	651.3
335	654.4
336	654.5
337	651.8
338	654.7
339	658
340	663.9
341	664.1
342	664.1
343	664.2
344	667.3
345	673.3
346	676.4
347	676.5
348	676.6
349	676.8
350	682.7
351	685.9
352	686.2
353	686.2
354	686.3
355	689.4
356	695.3
357	698.4
358	698.6
359	698.6
360	698.8
361	704.7
362	707.9
363	711
364	708.2
365	711.1
366	714.2
367	717.3
368	720.5
369	720.6
370	720.6
371	723.6
372	726.7
373	729.9
374	733
375	733
376	733.1
377	736.2
378	739.4
379	742.5
380	742.6
381	742.7
382	745.6
383	748.8
384	752
385	755
386	755
387	755.1
388	758.2
389	761.4
390	764.5
391	764.7
392	764.7
393	767.6
394	770.8
395	776.8
396	777
397	777.1
398	777.1
399	780.2
400	786.2
401	786.6
402	789.5
403	789.5
404	789.7
405	792.9
406	798.8
407	799
408	799.1
409	799.2
410	802.3
411	808.2
412	811.4
413	811.5
414	811.5
415	811.7
416	817.7
417	820.8
418	821.1
419	821.1
420	824
421	824.3
422	830.3
423	833.4
424	833.5
425	833.6
426	833.8
427	839.7
428	842.9
429	845.9
430	846
431	846.1
432	849.1
433	852.3
434	855.4
435	855.6
436	855.6
437	858.6
438	861.7
439	864.9
440	867.9
441	868
442	868.1
443	871.1
444	874.3
445	877.4
446	877.6
447	877.6
448	880.6
449	883.7
450	886.9
451	890
452	890
453	890.1
454	893.2
455	896.3
456	899.5
457	902.5
458	899.7
459	902.6
460	905.8
461	909
462	912
463	912.1
464	912.1
465	915.2
466	918.4
467	921.5
468	924.5
469	924.5
470	924.6
471	927.8
472	933.8
473	934
474	934.1
475	934.2
476	937.2
477	943.2
478	946.4
479	946.5
480	946.5
481	946.7
482	952.6
483	955.8
484	956.1
485	956.2
486	959
487	959.3
488	965.2
489	968.4
490	968.5
491	968.6
492	971.5
493	974.7
494	977.8
495	980.9
496	981
497	981
498	984.1
499	987.3
500	990.4
501	990.6
502	990.6
503	993.6
504	996.7
505	999.9
506	1002.9
507	1003
508	1003.1
509	1006.1
510	1009.3
511	1012.4
512	1012.6
513	1012.6
514	1015.6
515	1018.7
516	1021.9
517	1025
518	1025
519	1025.1
520	1028.1
521	1031.3
522	1034.5
523	1037.5
524	1037.5
525	1037.6
526	1040.7
527	1043.9
528	1047
529	1047.1
530	1047.1
531	1050.2
532	1053.4
533	1056.5
534	1059.5
535	1059.5
536	1059.6
537	1062.8
538	1068.8
539	1069
540	1069.1
541	1069.2
542	1072.2
543	1078.2
544	1081.4
545	1081.5
546	1081.6
547	1081.7
548	1084.8
549	1090.8
550	1091.1
551	1094
552	1094
553	1094.3
554	1100.2
555	1103.4
556	1103.5
557	1103.6
558	1106.6
559	1109.7
560	1112.8
561	1115.9
562	1116
563	1116.1
564	1119.1
565	1122.3
566	1125.4
567	1125.6
568	1125.6
569	1128.6
570	1131.7
571	1134.9
572	1137.9
573	1138
574	1138.1
575	1141.1
576	1144.3
577	1147.4
578	1147.6
579	1147.7
580	1150.6
581	1153.7
582	1156.9
583	1160
584	1160.1
585	1160.1
586	1163.2
587	1166.3
588	1169.5
589	1172.5
590	1172.5
591	1172.6
592	1175.7
593	1178.9
594	1182
595	1182.1
596	1182.2
597	1185.2
598	1188.3
599	1191.5
600	1194.5
601	1194.6
602	1194.7
603	1197.8
604	1201
605	1204
606	1204.1
607	1207.1
608	1207.2
609	1210.4
610	1216.4
611	1216.5
612	1216.6
613	1216.7
614	1219.8
615	1225.8
616	1226.1
617	1229
618	1229.1
619	1229.3
620	1235.3
621	1238.4
622	1238.6
623	1238.6
624	1241.6
625	1244.7
626	1247.8
627	1251
628	1251
629	1251.1
630	1254.1
631	1257.3
632	1260.4
633	1260.6
634	1260.7
635	1263.6
636	1266.7
637	1269.9
638	1273
639	1273.1
640	1273.1
641	1276.2
642	1279.3
643	1282.4
644	1282.6
645	1285.6
646	1285.6
647	1288.7
648	1291.9
649	1295
650	1295.1
651	1295.2
652	1298.2
653	1301.3
654	1304.5
655	1307.5
656	1307.6
657	1307.7
658	1310.8
659	1313.9
660	1317
661	1317.1
662	1317.2
663	1320.2
664	1323.4
665	1326.5
666	1329.5
667	1329.6
668	1329.7
669	1332.8
670	1336
671	1339
672	1339.2
673	1342.1
674	1342.2
675	1345.4
676	1348.6
677	1351.6
678	1351.6
679	1351.7
680	1354.8
681	1360.9
682	1361.1
683	1364.1
684	1364.1
685	1364.3
686	1370.3
687	1373.4
688	1373.6
689	1373.7
690	1376.6
691	1379.7
692	1382.9
693	1386
694	1386.1
695	1386.1
696	1389.2
697	1392.3
698	1395.5
699	1395.6
700	1395.7
